Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes
SRR3989239rbin.13	61.13	8.29	Gradient Boost (General Model)	11	0.918	4947	279.78858447488585	1998539	0.71	2190	None
SRR3989239rbin.23	97.9	4.89	Gradient Boost (General Model)	11	0.921	32045	313.0886268543172	2673281	0.71	2629	None
SRR3989239rbin.3	29.21	1.37	Neural Network (Specific Model)	11	0.927	5405	277.95368620037806	949735	0.72	1058	None
SRR3989239rbin.9	95.64	0.99	Gradient Boost (General Model)	11	0.914	18737	311.298590346006	2385677	0.5	2341	None
SRR3989254rbin.10	81.68	3.44	Gradient Boost (General Model)	11	0.883	4063	274.99642857142857	1305945	0.34	1400	None
SRR3989254rbin.11	92.21	11.23	Gradient Boost (General Model)	11	0.891	27138	364.7274886206214	6193999	0.39	5053	None
SRR3989254rbin.20	66.73	2.65	Gradient Boost (General Model)	11	0.885	3776	261.7874420998456	1720726	0.58	1943	None
SRR3989254rbin.36	45.69	3.66	Gradient Boost (General Model)	11	0.916	3225	241.17473338802296	960432	0.68	1219	None
SRR3989254rbin.8	53.25	13.83	Neural Network (Specific Model)	11	0.886	4200	308.11939102564105	2600788	0.39	2496	None
SRR3989257rbin.10	72.71	4.78	Gradient Boost (General Model)	11	0.865	3369	246.86772708246127	2042862	0.31	2389	None
SRR3989257rbin.17	59.6	4.71	Gradient Boost (General Model)	11	0.887	9809	272.55223880597015	1541515	0.66	1675	None
SRR3989257rbin.35	49.12	3.19	Gradient Boost (General Model)	11	0.907	4070	256.5958944281525	1443649	0.58	1705	None
SRR3989257rbin.36	83.7	1.94	Neural Network (Specific Model)	11	0.94	34605	340.312030075188	1729752	0.4	1596	None
SRR3989257rbin.37	50.85	7.45	Gradient Boost (General Model)	11	0.849	1634	198.3021103295076	1886918	0.52	2701	None
SRR3989257rbin.45	81.77	2.59	Neural Network (Specific Model)	11	0.913	17031	304.51101591187273	1631326	0.71	1634	None
SRR3989257rbin.52	82.87	1.35	Gradient Boost (General Model)	11	0.901	51226	329.07940904893815	2369056	0.46	2166	None
SRR3989257rbin.8	62.82	4.34	Neural Network (Specific Model)	11	0.923	4033	271.7084683017122	1902835	0.72	2161	None
SRR3989258rbin.20	98.78	2.68	Gradient Boost (General Model)	11	0.871	67487	322.782874015748	5636412	0.39	5080	None
SRR3989258rbin.25	99.95	0.32	Neural Network (Specific Model)	11	0.866	67113	297.1771159874608	3279251	0.39	3190	None
SRR3989258rbin.29	96.62	0.49	Gradient Boost (General Model)	11	0.856	57289	294.1469565217391	2367937	0.46	2300	None
SRR3989258rbin.3	87.57	9.49	Neural Network (Specific Model)	11	0.855	12849	301.1371004052229	4685358	0.36	4442	None
SRR3989258rbin.6	86.15	2.98	Gradient Boost (General Model)	11	0.867	33166	277.17485365232886	3762569	0.32	3929	None
SRR3989295rbin.107	55.33	8.6	Gradient Boost (General Model)	11	0.904	6069	266.3589468027942	1641403	0.63	1861	None
SRR3990171rbin.29	49.69	8.55	Gradient Boost (General Model)	11	0.899	4379	265.27508401344215	1841552	0.65	2083	None
SRR4027831rbin.1	76.71	2.84	Neural Network (Specific Model)	11	0.89	7462	289.2657131345689	4830949	0.59	4964	None
SRR4027936rbin.10	73.11	3.45	Gradient Boost (General Model)	11	0.89	11635	302.9598470363289	1599452	0.68	1569	None
SRR4027936rbin.12	72.87	5.54	Gradient Boost (General Model)	11	0.855	3736	243.93360045792787	1492766	0.48	1747	None
SRR5153238rbin.1	93.98	2.05	Neural Network (Specific Model)	11	0.906	20451	307.1666666666667	4351975	0.66	4284	None
SRR5450757rbin.16	48.41	2.57	Gradient Boost (General Model)	11	0.925	2188	243.52830188679246	1253083	0.69	1590	None
SRR5512140rbin.3	61.05	4.71	Gradient Boost (General Model)	11	0.933	2400	254.09442467378412	3436165	0.67	4215	None
SRR5579859rbin.3	92.78	7.04	Gradient Boost (General Model)	11	0.908	40684	313.8407974573823	7154319	0.67	6922	None
SRR5581483rbin.38	95.21	3.1	Gradient Boost (General Model)	11	0.894	51138	304.7246891651865	4023349	0.66	3941	None
SRR5659263rbin.9	55.11	7.07	Gradient Boost (General Model)	11	0.925	3753	257.70653514180026	1351396	0.65	1622	None
SRR5664279rbin.17	56.74	12.25	Gradient Boost (General Model)	11	0.842	6215	268.2308375916463	4289274	0.58	4501	None
SRR5664280rbin.10	95.24	0.06	Gradient Boost (General Model)	11	0.901	19390	326.3042912873862	3332666	0.7	3076	None
SRR5664280rbin.2	95.41	1.21	Gradient Boost (General Model)	11	0.85	14981	288.3705737549706	5357859	0.69	5281	None
SRR5664280rbin.23	64.13	5.2	Gradient Boost (General Model)	11	0.889	5209	277.81008321096425	1911250	0.67	2043	None
SRR5664280rbin.26	51.06	9.71	Gradient Boost (General Model)	11	0.817	3923	239.08224076281286	5134887	0.58	5873	None
SRR5665213rbin.1	92.36	1.34	Gradient Boost (General Model)	11	0.889	21509	303.47371547371546	3442716	0.69	3367	None
SRR5665213rbin.34	88.96	4.09	Gradient Boost (General Model)	11	0.858	14208	314.8500588004704	5607972	0.58	5102	None
SRR5665647rbin.13	71.42	5.96	Gradient Boost (General Model)	11	0.926	6398	287.25291181364395	2232085	0.72	2404	None
SRR5665648rbin.10	96.82	3.72	Gradient Boost (General Model)	11	0.9	20361	295.0582601755786	2459655	0.69	2506	None
SRR5665648rbin.2	74.55	4.75	Gradient Boost (General Model)	11	0.899	4797	270.43703358208955	1929201	0.71	2144	None
SRR5674476rbin.2	66.76	1.08	Gradient Boost (General Model)	11	0.913	3513	243.95990566037736	1694617	0.62	2120	None
SRR5882724rbin.12	72.94	2.5	Neural Network (Specific Model)	11	0.858	19278	279.73357278681596	4620477	0.62	4733	None
SRR6185369rbin.15	69.03	1.48	Gradient Boost (General Model)	11	0.914	13802	307.1287034087289	3160133	0.72	3139	None
SRR6185512rbin.17	55.97	0.41	Neural Network (Specific Model)	11	0.9	3570	259.5572619569987	1966510	0.68	2279	None
SRR6474866rbin.5	99.99	1.05	Neural Network (Specific Model)	11	0.925	213494	334.420377978636	6589576	0.68	6085	None
SRR7015918rbin.1	61.81	5.98	Neural Network (Specific Model)	11	0.857	2848	240.4749211356467	5322106	0.62	6340	None
SRR7093796rbin.5	99.84	7.37	Neural Network (Specific Model)	11	0.868	36689	298.2335219452516	6729402	0.63	6539	None
SRR7097863rbin.20	87.56	1.7	Gradient Boost (General Model)	11	0.89	26159	314.7299270072993	5515403	0.63	5206	None
SRR7102016rbin.16	83.65	0.0	Neural Network (Specific Model)	11	0.906	434305	344.0486802250108	5259634	0.63	4622	None
SRR7448200rbin.2	77.0	0.21	Neural Network (Specific Model)	11	0.882	4697	258.46196276717995	3820824	0.68	4351	None
SRR7448260rbin.7	84.92	5.54	Gradient Boost (General Model)	11	0.902	5041	284.7974484445998	5414576	0.64	5722	None
SRR7629280rbin.12	100.0	0.02	Neural Network (Specific Model)	11	0.907	104313	336.5914373088685	3635091	0.66	3270	None
SRR7741809rbin.9	99.98	0.22	Neural Network (Specific Model)	11	0.899	144080	319.5917010545621	4644927	0.68	4362	None
SRR8090375rbin.10	93.4	3.22	Gradient Boost (General Model)	11	0.901	42357	349.42308819220625	3964031	0.38	3413	None
SRR8090375rbin.11	100.0	3.09	Gradient Boost (General Model)	11	0.841	38696	300.414594884636	5978328	0.58	5591	None
SRR8443320rbin.2	100.0	0.42	Neural Network (Specific Model)	11	0.865	295290	306.79388808043393	8031377	0.64	7559	None
SRR8554483rbin.107	97.21	4.05	Gradient Boost (General Model)	11	0.935	46693	296.5520514390692	3097516	0.69	3266	None
SRR8554485rbin.58	79.75	4.57	Gradient Boost (General Model)	11	0.948	10342	278.7517658930373	2614504	0.71	2973	None
SRR8554503rbin.30	100.0	3.99	Neural Network (Specific Model)	11	0.896	136876	303.5786697919719	3463063	0.59	3413	None
SRR8554504rbin.48	87.64	5.36	Gradient Boost (General Model)	11	0.891	7441	277.93152903076566	4039471	0.64	4323	None
SRR8554504rbin.72	96.98	0.5	Neural Network (Specific Model)	11	0.908	89741	307.8035538005923	3084199	0.59	3039	None
SRR8879134rbin.43	91.97	1.21	Gradient Boost (General Model)	11	0.877	15587	342.0628125	3741975	0.64	3200	None
SRR8881005rbin.27	82.48	4.79	Gradient Boost (General Model)	11	0.901	21033	289.91608594657373	3319649	0.65	3444	None
SRR9656165rbin.8	84.11	1.59	Neural Network (Specific Model)	11	0.887	6583	278.5621840242669	3718882	0.67	3956	None
SRR9691036rbin.9	82.5	5.13	Neural Network (Specific Model)	11	0.895	8224	291.89530162412996	3368249	0.68	3448	None
104_merged	76.63	1.83	Gradient Boost (General Model)	11	0.909	9815	284.86680761099365	2661961	0.68	2838	None
11p_S11_bin.20	22.13	0.18	Neural Network (Specific Model)	11	0.908	9020	270.34806629834253	645006	0.64	724	None
11p_S11_bin.76	44.09	3.73	Gradient Boost (General Model)	11	0.908	3900	310.49455984174085	2070506	0.39	2022	None
11p_S11_bin.8	45.84	1.02	Gradient Boost (General Model)	11	0.913	6918	305.0767824497258	1641909	0.65	1641	None
11p_S11_bin.86	21.19	0.0	Neural Network (Specific Model)	11	0.891	7835	285.12191358024694	620755	0.56	648	None
11p_S11_bin.9	24.5	0.04	Neural Network (Specific Model)	11	0.936	4759	292.95021645021643	866299	0.67	924	None
132_merged	87.04	0.94	Gradient Boost (General Model)	11	0.912	10689	289.97423191278494	1920861	0.7	2018	None
139_merged	83.27	0.47	Gradient Boost (General Model)	11	0.945	8676	306.4936263736264	2208777	0.69	2275	None
15p_S15_bin.14	91.68	0.0	Gradient Boost (General Model)	11	0.895	17883	291.781695423856	2601660	0.67	2666	None
15p_S15_bin.31	23.11	0.85	Neural Network (Specific Model)	11	0.87	5425	262.47551546391753	1403028	0.63	1552	None
166_merged	48.15	3.19	Neural Network (Specific Model)	11	0.891	8698	269.5443786982249	1835212	0.66	2028	None
16_S42_bin.4	66.19	0.11	Neural Network (Specific Model)	11	0.89	57517	317.63358070500925	3459195	0.58	3234	None
16_S42_bin.6	32.5	0.06	Neural Network (Specific Model)	11	0.887	41485	325.93227848101264	1740263	0.58	1580	None
16p_S16_bin.21	22.61	0.81	Neural Network (Specific Model)	11	0.921	2707	270.1886462882096	1005219	0.66	1145	None
16p_S16_bin.70	88.52	0.75	Gradient Boost (General Model)	11	0.85	9569	312.7378672829317	3339099	0.38	3029	None
17p_S17_bin.1	24.58	0.03	Neural Network (Specific Model)	11	0.936	217383	344.44875346260386	397627	0.53	361	None
17p_S17_bin.3	56.82	0.0	Gradient Boost (General Model)	11	0.916	184774	319.12589073634206	878272	0.53	842	None
18_S44_bin.9	45.89	0.12	Gradient Boost (General Model)	11	0.912	9772	284.29919137466305	346083	0.46	371	None
23_S49_bin.7	66.4	0.01	Neural Network (Specific Model)	11	0.875	9563	313.0348659003831	2797725	0.59	2610	None
26_S52_bin.3	27.38	2.78	Neural Network (Specific Model)	11	0.814	9583	260.5345181134655	1401117	0.37	1463	None
4p_S4_bin.5	28.19	0.34	Neural Network (Specific Model)	11	0.893	3502	230.90588949605342	1272447	0.67	1647	None
8_S34_bin.1	25.79	0.01	Neural Network (Specific Model)	11	0.903	15819	298.27575757575755	652888	0.45	660	None
8_S34_bin.18	33.16	0.79	Neural Network (Specific Model)	11	0.923	6988	271.6286231884058	970981	0.66	1104	None
8_S34_bin.5	21.5	0.0	Neural Network (Specific Model)	11	0.914	12207	286.05865384615385	974946	0.61	1040	None
9_S35_bin.2	44.1	0.1	Neural Network (Specific Model)	11	0.887	4437	267.5348837209302	1476724	0.64	1634	None
9_S35_bin.3	22.38	0.0	Neural Network (Specific Model)	11	0.904	2630	243.11163522012578	511836	0.69	636	None
BRice_18rbin.14	90.35	3.49	Neural Network (Specific Model)	11	0.893	12678	279.1778452909558	4007374	0.66	4279	None
DRR101462rebin.8	48.14	6.49	Gradient Boost (General Model)	11	0.931	2412	240.48776455026456	2337958	0.72	3024	None
GCA_003131385.1_20120500_P37_genomic	95.05	4.29	Gradient Boost (General Model)	11	0.911	122170	327.5211043270507	4052323	0.59	3767	None
GCA_003132045.1_20120500_P28_genomic	63.09	10.14	Gradient Boost (General Model)	11	0.871	4872	256.58881741712025	3556643	0.66	4042	None
GCA_003132125.1_20120500_P28_genomic	79.16	4.37	Gradient Boost (General Model)	11	0.878	9956	269.6009760632117	3948296	0.66	4303	None
GCA_003132585.1_20120500_P19_genomic	91.41	2.71	Gradient Boost (General Model)	11	0.887	42797	295.4688535453943	3009642	0.67	3018	None
GCA_003132665.1_20120500_P19_genomic	77.51	0.83	Gradient Boost (General Model)	11	0.888	179456	297.80803362914526	2149995	0.66	2141	None
GCA_003132685.1_20120500_P17_genomic	97.04	7.16	Gradient Boost (General Model)	11	0.875	56199	288.4640216855594	3995419	0.65	4058	None
GCA_003132865.1_20120500_P14_genomic	85.25	7.14	Gradient Boost (General Model)	11	0.858	15055	277.9974113898845	9717417	0.62	10044	None
GCA_003133285.1_20120500_P28_genomic	82.14	2.05	Gradient Boost (General Model)	11	0.893	10473	270.9183673469388	1868928	0.68	2058	None
GCA_003133345.1_20120500_P27_genomic	83.42	2.47	Gradient Boost (General Model)	11	0.862	21271	268.073692766188	3433387	0.63	3691	None
GCA_003134505.1_20111000_P3M_genomic	81.74	2.2	Gradient Boost (General Model)	11	0.92	82974	286.14899240171786	2814252	0.7	3027	None
GCA_003134555.1_20111000_P3M_genomic	98.35	2.33	Gradient Boost (General Model)	11	0.906	85896	292.7097245409015	4630445	0.67	4792	None
GCA_003134595.1_20111000_P3M_genomic	91.49	6.29	Neural Network (Specific Model)	11	0.879	22123	286.0982920878355	2795462	0.54	2869	None
GCA_003136215.1_20111000_P2D_genomic	93.27	5.54	Gradient Boost (General Model)	11	0.91	12712	323.6135852451642	7095248	0.63	6669	None
GCA_003137035.1_20111000_E3D_genomic	88.99	2.08	Gradient Boost (General Model)	11	0.905	12217	304.22645250842754	5068287	0.65	5043	None
GCA_003139735.1_20110800_S3D_genomic	81.85	4.1	Gradient Boost (General Model)	11	0.888	9892	284.3452337803552	5281686	0.63	5518	None
GCA_003140815.1_20120800_E3X_genomic	80.92	0.1	Gradient Boost (General Model)	11	0.902	62177	315.74982381959126	1487053	0.57	1419	None
GCA_003141435.1_20120800_E3S_genomic	93.12	1.38	Gradient Boost (General Model)	11	0.905	38561	318.69094017094017	3081703	0.36	2925	None
GCA_003141455.1_20120800_E3S_genomic	92.38	1.33	Gradient Boost (General Model)	11	0.885	92514	315.96029258098224	3069137	0.68	2871	None
GCA_003141615.1_20120800_E2X_genomic	89.68	5.92	Gradient Boost (General Model)	11	0.847	25930	277.92237316329357	3539553	0.44	3607	None
GCA_003141855.1_20120800_E1X_genomic	95.97	3.05	Gradient Boost (General Model)	11	0.851	118623	254.51288756070227	2394173	0.44	2677	None
GCA_003141895.1_20120800_E1X_genomic	96.07	0.38	Gradient Boost (General Model)	11	0.892	173211	353.0913660555884	4010930	0.38	3382	None
GCA_003142355.1_20120800_E3S_genomic	79.99	8.16	Gradient Boost (General Model)	11	0.895	21635	301.729717271051	6556001	0.63	6508	None
GCA_003142495.1_20120800_E2X_genomic	84.54	1.68	Gradient Boost (General Model)	11	0.924	8908	303.4783536585366	3224932	0.66	3280	None
GCA_003142835.1_20120800_E1X_genomic	89.89	4.72	Gradient Boost (General Model)	11	0.858	19253	274.9346907414522	2494259	0.44	2603	None
GCA_003151575.1_20120700_P3D_genomic	100.0	0.54	Gradient Boost (General Model)	11	0.903	136768	324.88388440510283	4139180	0.59	3841	None
GCA_003151665.1_20120700_P3D_genomic	83.86	9.6	Gradient Boost (General Model)	11	0.912	17455	265.83993702440307	3318627	0.64	3811	None
GCA_003152165.1_20120700_P3D_genomic	92.27	1.64	Gradient Boost (General Model)	11	0.876	36110	282.1983426891206	3603921	0.68	3741	None
GCA_003152225.1_20120700_P3D_genomic	89.77	5.93	Gradient Boost (General Model)	11	0.864	22694	328.58992805755395	8379441	0.61	7367	None
GCA_003152275.1_20120700_P3D_genomic	86.01	3.53	Gradient Boost (General Model)	11	0.927	50645	283.6717299578059	3250968	0.68	3555	None
GCA_003153095.1_20120700_P3D_genomic	89.98	15.84	Gradient Boost (General Model)	11	0.896	19072	283.93416262135923	6247464	0.67	6592	None
GCA_003153115.1_20120700_P3D_genomic	71.73	2.24	Neural Network (Specific Model)	11	0.843	10475	248.9355987055016	2728597	0.64	3090	None
GCA_003153155.1_20120700_P3D_genomic	95.07	1.97	Neural Network (Specific Model)	11	0.876	168807	292.57656023222063	2752790	0.54	2756	None
GCA_003158415.1_20120600_E3D_genomic	79.95	1.23	Gradient Boost (General Model)	11	0.874	8760	265.42396718429535	3100011	0.48	3413	None
GCA_003158955.1_20120500_P39_genomic	74.89	4.4	Gradient Boost (General Model)	11	0.885	8783	246.7637618958761	4463745	0.67	5359	None
GCA_003167275.1_20110700_P2D_genomic	99.1	3.25	Neural Network (Specific Model)	11	0.876	16617	320.19394054516096	11508716	0.62	10529	None
GCA_003167355.1_20110700_P2D_genomic	75.29	0.8	Gradient Boost (General Model)	11	0.88	19080	303.5159010600707	2921808	0.57	2830	None
GCA_003167555.1_20110700_P1D_genomic	98.14	0.39	Gradient Boost (General Model)	11	0.907	320992	330.60384215991695	4202510	0.59	3852	None
GCA_003169845.1_20110800_P1D_genomic	94.27	0.99	Gradient Boost (General Model)	11	0.918	223569	311.72469746974696	3694458	0.65	3636	None
GCA_003169895.1_20110800_P1D_genomic	98.24	0.09	Gradient Boost (General Model)	11	0.919	1849418	343.2013071895425	3420454	0.66	3060	None
GCA_003170155.1_20110800_E3D_genomic	92.25	1.05	Gradient Boost (General Model)	11	0.869	32074	287.8686679174484	2113910	0.65	2132	None
GCA_003170235.1_20110800_P1M_genomic	84.74	5.24	Gradient Boost (General Model)	11	0.857	27975	273.22028052425844	4151328	0.63	4349	None
GCA_003170815.1_20110800_E2D_genomic	94.44	2.73	Gradient Boost (General Model)	11	0.924	36060	324.07530120481925	3832128	0.68	3652	None
GCA_003170935.1_20110800_E2D_genomic	77.18	0.38	Neural Network (Specific Model)	11	0.826	12585	239.61780358006774	1794462	0.49	2067	None
GCA_003171215.1_20110800_E2D_genomic	98.76	2.27	Gradient Boost (General Model)	11	0.911	38869	333.4642857142857	4138602	0.66	3780	None
GCA_003171255.1_20110800_E2D_genomic	91.46	2.34	Gradient Boost (General Model)	11	0.886	81305	326.4734570565386	2556102	0.68	2317	None
S20rbin.17	88.95	2.61	Gradient Boost (General Model)	11	0.933	15273	339.3001805350402	6632732	0.65	6093	None
S213bin.1	60.37	0.77	Neural Network (Specific Model)	11	0.907	8634	293.10758965804837	2321167	0.66	2398	None
S262bin.17	71.89	1.82	Gradient Boost (General Model)	11	0.904	6268	274.9788732394366	1811399	0.6	1988	None
S412bin.9	72.73	3.83	Neural Network (Specific Model)	11	0.907	9407	292.7142857142857	2855259	0.66	2954	None
S7rebin.1	71.43	6.33	Gradient Boost (General Model)	11	0.907	8167	301.8372013651877	2921647	0.64	2930	None
SRR10260007bin.10	86.21	1.08	Gradient Boost (General Model)	11	0.867	12220	297.8172780253685	3003254	0.62	2917	None
SRR10360647bin.2	93.28	1.59	Gradient Boost (General Model)	11	0.857	16895	282.91028062601185	7321623	0.69	7412	None
SRR10489811bin.7	87.6	1.84	Gradient Boost (General Model)	11	0.905	10650	288.6271050521251	2379744	0.65	2494	None
SRR10489812bin.2	100.0	1.76	Gradient Boost (General Model)	11	0.908	10994	309.4701950867052	5646859	0.65	5536	None
SRR10489814bin.8	69.14	1.89	Gradient Boost (General Model)	11	0.881	7826	270.1553264604811	2669460	0.67	2910	None
SRR10489815bin.15	94.67	1.23	Gradient Boost (General Model)	11	0.918	22176	295.5	1940654	0.67	2014	None
SRR10489815bin.18	52.62	7.63	Gradient Boost (General Model)	11	0.895	4950	270.8124199743918	1414634	0.66	1562	None
SRR10489815bin.23	97.38	1.57	Gradient Boost (General Model)	11	0.871	8708	301.8167361835245	3980485	0.65	3836	None
SRR10489815bin.3	87.13	3.21	Gradient Boost (General Model)	11	0.872	11230	302.8735632183908	2805859	0.53	2697	None
SRR10489817bin.11	97.14	0.14	Gradient Boost (General Model)	11	0.931	14408	309.0426214482126	2168368	0.66	2182	None
SRR10489817bin.8	80.41	2.59	Gradient Boost (General Model)	11	0.916	7403	291.58267195767195	2882274	0.72	3024	None
SRR10489820bin.6	68.54	3.5	Gradient Boost (General Model)	11	0.834	2902	204.38567493112947	1331029	0.41	1815	None
SRR10489821bin.5	91.63	2.87	Gradient Boost (General Model)	11	0.902	32064	345.5625187406297	3828512	0.38	3335	None
SRR10489824bin.6	83.6	5.35	Gradient Boost (General Model)	11	0.925	7242	272.2273381294964	1838161	0.69	2085	None
SRR10489825bin.5	89.94	0.74	Gradient Boost (General Model)	11	0.896	23147	283.8047976011994	3160331	0.7	3335	None
SRR10489826bin.15	86.07	2.66	Neural Network (Specific Model)	11	0.915	14481	298.9989417989418	1849020	0.7	1890	None
SRR10489828bin.12	97.89	1.04	Gradient Boost (General Model)	11	0.933	19155	311.4647749510763	4087376	0.7	4088	None
SRR10489828bin.14	91.49	2.2	Gradient Boost (General Model)	11	0.9	31289	301.8287778825008	3193933	0.58	3183	None
SRR10489828bin.20	93.19	1.52	Gradient Boost (General Model)	11	0.914	29412	296.3843021103295	2622301	0.7	2701	None
SRR10489828bin.21	72.52	5.86	Gradient Boost (General Model)	11	0.937	4230	269.205047318612	1907385	0.66	2219	None
SRR10489828bin.6	65.6	4.52	Gradient Boost (General Model)	11	0.902	16752	308.1778364116095	1940490	0.66	1895	None
SRR10489830bin.14	69.26	1.88	Gradient Boost (General Model)	11	0.893	7280	281.4381313131313	2242061	0.52	2376	None
SRR10489831bin.1	90.78	1.83	Gradient Boost (General Model)	11	0.909	8299	292.84822646657574	2827945	0.69	2932	None
SRR10489831bin.11	88.93	5.97	Gradient Boost (General Model)	11	0.893	6374	281.65351589695985	4068702	0.54	4309	None
SRR10489833bin.14	95.87	0.94	Gradient Boost (General Model)	11	0.89	10359	287.5085675119945	2824556	0.36	2918	None
SRR10489833bin.19	53.58	12.31	Gradient Boost (General Model)	11	0.892	2644	242.91877058177826	2228285	0.67	2733	None
SRR10489833bin.4	62.55	6.63	Gradient Boost (General Model)	11	0.898	3374	263.57163742690057	2404978	0.6	2736	None
SRR10489834bin.13	99.43	0.36	Neural Network (Specific Model)	11	0.879	49302	340.8043633762518	3250343	0.37	2796	None
SRR10489834bin.21	90.74	0.56	Gradient Boost (General Model)	11	0.895	10566	288.80235089246844	2219857	0.56	2297	None
SRR10489834bin.26	87.73	6.63	Gradient Boost (General Model)	11	0.918	3001	246.76892950391644	615836	0.34	766	None
SRR10489834bin.29	73.6	3.14	Gradient Boost (General Model)	11	0.899	17202	306.310405643739	3471998	0.68	3402	None
SRR10489834bin.30	66.82	3.85	Gradient Boost (General Model)	11	0.886	4333	284.6001253525541	3072039	0.41	3191	None
SRR10489839bin.4	100.0	0.53	Gradient Boost (General Model)	11	0.882	126718	317.8019598545914	6820381	0.62	6327	None
SRR10968263bin.3	55.8	0.75	Neural Network (Specific Model)	11	0.914	11740	288.7126789366053	1851741	0.64	1956	None
SRR10998558bin.6	94.52	3.7	Gradient Boost (General Model)	11	0.922	61865	311.111234705228	2724161	0.69	2697	None
SRR11271806bin.7	59.95	4.15	Neural Network (Specific Model)	11	0.908	2683	259.9850194951775	4178707	0.63	4873	None
SRR11678563bin.6	72.94	4.66	Neural Network (Specific Model)	11	0.887	5932	271.17800528401585	2771972	0.68	3028	None
SRR11719862bin.6	99.35	4.04	Gradient Boost (General Model)	11	0.908	19152	299.96643013100436	3625992	0.63	3664	None
SRR11719873bin.13	99.87	1.29	Neural Network (Specific Model)	11	0.843	18337	264.89605734767025	3408724	0.51	3627	None
SRR11719874bin.1	84.98	1.09	Neural Network (Specific Model)	11	0.858	5997	250.7461486939049	3917246	0.42	4479	None
SRR11742949bin.18	92.91	0.42	Gradient Boost (General Model)	11	0.925	28238	316.53269754768394	3009690	0.71	2936	None
SRR11743028bin.1	74.11	6.03	Neural Network (Specific Model)	11	0.869	6111	262.3683651804671	4261665	0.62	4710	None
SRR11833507bin.12	91.68	3.02	Gradient Boost (General Model)	11	0.907	26568	302.15905383360524	3672251	0.69	3678	None
SRR11833508bin.12	86.96	6.06	Neural Network (Specific Model)	11	0.872	17997	299.2274085138163	5509046	0.66	5356	None
SRR12277200bin.6	85.22	1.63	Gradient Boost (General Model)	11	0.933	4937	291.6760150690666	2234289	0.68	2389	None
SRR12277201bin.1	87.44	2.36	Gradient Boost (General Model)	11	0.918	5518	275.33226464587585	3076933	0.65	3431	None
SRR12756230bin.2	59.93	1.75	Gradient Boost (General Model)	11	0.898	2412	250.11967269007843	2446978	0.6	2933	None
SRR12756230bin.4	61.11	5.85	Gradient Boost (General Model)	11	0.935	3504	255.49298679867988	1982346	0.68	2424	None
SRR12756231bin.3	78.31	5.19	Gradient Boost (General Model)	11	0.863	3327	250.06081269134427	6228530	0.7	7186	None
SRR12756247bin.2	95.29	2.12	Gradient Boost (General Model)	11	0.915	11698	304.9063583815029	6036700	0.62	6055	None
SRR12844116bin.1	93.9	0.02	Neural Network (Specific Model)	11	0.86	26413	286.72747156605425	4565731	0.66	4572	None
SRR1586251rbin.4	88.94	3.98	Neural Network (Specific Model)	11	0.72	4387	173.50167464114833	3006528	0.39	4180	None
SRR1586255rbin.3	48.02	0.53	Gradient Boost (General Model)	11	0.908	2628	250.63075366717248	1633404	0.69	1977	None
SRR1586257rbin.7	93.85	7.64	Gradient Boost (General Model)	11	0.92	6207	271.1993690851735	2798859	0.68	3170	None
SRR1586264rbin.5	91.91	2.62	Gradient Boost (General Model)	11	0.902	12382	280.77756892230576	2972690	0.69	3192	None
SRR1586266rbin.5	44.96	4.76	Gradient Boost (General Model)	11	0.905	9529	287.88517441860466	1967207	0.69	2064	None
SRR1586267rbin.7	99.72	0.24	Neural Network (Specific Model)	11	0.878	40462	297.9409492273731	3684256	0.6	3624	None
SRR1586267rbin.8	75.38	5.4	Gradient Boost (General Model)	11	0.929	13074	278.5283746556474	3251882	0.68	3630	None
SRR1586270rbin.17	86.5	6.56	Gradient Boost (General Model)	11	0.938	22820	293.9694336230147	3127052	0.7	3337	None
SRR1586270rbin.4	81.41	7.37	Gradient Boost (General Model)	11	0.902	3724	247.2560546875	4202087	0.67	5120	None
SRR1586270rbin.6	66.02	3.44	Gradient Boost (General Model)	11	0.927	22802	281.54931972789115	2669165	0.67	2940	None
SRR1586276rbin.4	95.51	0.94	Neural Network (Specific Model)	11	0.888	20524	289.45946866485014	2866967	0.56	2936	None
SRR1586278rbin.4	65.19	6.34	Neural Network (Specific Model)	11	0.893	5666	271.55258529722124	2589190	0.65	2843	None
SRR1586279rbin.2	88.24	2.0	Gradient Boost (General Model)	11	0.855	10302	251.20960823563055	3074540	0.64	3497	None
SRR1586279rbin.21	89.0	2.64	Gradient Boost (General Model)	11	0.911	16177	284.5525	2618224	0.69	2800	None
SRR1586279rbin.4	96.55	0.06	Gradient Boost (General Model)	11	0.912	57068	307.8517350157729	3524303	0.69	3487	None
SRR1586279rbin.8	94.71	6.22	Gradient Boost (General Model)	11	0.887	16536	275.05966469428006	3762219	0.61	4056	None
SRR1586282rbin.12	99.84	7.04	Gradient Boost (General Model)	11	0.803	19346	270.64763169544045	4564639	0.31	4518	None
SRR1586285rbin.2	98.65	0.6	Gradient Boost (General Model)	11	0.859	35172	315.6799359414322	4808859	0.54	4371	None
SRR1586300rbin.1	96.34	0.05	Neural Network (Specific Model)	11	0.912	51198	311.53094352384176	3024981	0.67	2957	None
