user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
11p_S11_bin.16	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.0%)
11p_S11_bin.17	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003152015	GCA_003152015.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003152015	99.19	0.98	GCA_003152015.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003152015	99.19	0.98	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003133325.1, s__Bog-756 sp003133325, 95.0, 94.63, 0.95; GCA_017883075.1, s__Bog-756 sp017883075, 95.0, 93.74, 0.84; GCA_003138855.1, s__Bog-756 sp003138855, 95.0, 78.59, 0.37; GCA_003153575.1, s__Bog-756 sp003153575, 95.0, 78.34, 0.32; GCA_017883065.1, s__Bog-756 sp017883065, 95.0, 78.25, 0.44; GCA_017883105.1, s__Bog-756 sp017883105, 95.0, 78.0, 0.22; GCA_903849265.1, s__Bog-756 sp903849265, 95.0, 77.98, 0.18; GCA_015478655.1, s__Bog-756 sp015478655, 95.0, 77.74, 0.44; GCA_903873395.1, s__Bog-756 sp903873395, 95.0, 77.65, 0.17; GCA_017883135.1, s__Bog-756 sp017883135, 95.0, 77.61, 0.38; GCA_903906055.1, s__Bog-756 sp903906055, 95.0, 77.6, 0.26; GCA_017883025.1, s__Bog-756 sp017883025, 95.0, 77.5, 0.27; GCA_003164095.1, s__Bog-756 sp003164095, 95.0, 77.11, 0.42; GCA_903894295.1, s__Bog-756 sp903894295, 95.0, 76.88, 0.24; GCA_003164275.1, s__Bog-756 sp003164275, 95.0, 76.72, 0.25; GCA_003157945.1, s__Bog-756 sp003157945, 95.0, 76.42, 0.17	17.95	11	N/A	N/A
11p_S11_bin.18	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__VAWY01;s__	N/A	N/A	N/A	N/A	N/A	GCA_005888335.1	95.0	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__VAWY01;s__VAWY01 sp005888335	78.03	0.55	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__VAWY01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	13.15	11	0.8622075646162628	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
11p_S11_bin.19	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003152015	GCA_003152015.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003152015	99.24	0.94	GCA_003152015.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__Bog-756 sp003152015	99.24	0.94	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__Bog-756;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003133325.1, s__Bog-756 sp003133325, 95.0, 93.95, 0.94; GCA_017883075.1, s__Bog-756 sp017883075, 95.0, 93.84, 0.86; GCA_003138855.1, s__Bog-756 sp003138855, 95.0, 79.23, 0.45; GCA_015478655.1, s__Bog-756 sp015478655, 95.0, 78.29, 0.36; GCA_017883065.1, s__Bog-756 sp017883065, 95.0, 78.29, 0.45; GCA_017883135.1, s__Bog-756 sp017883135, 95.0, 78.16, 0.37; GCA_017883105.1, s__Bog-756 sp017883105, 95.0, 78.1, 0.28; GCA_003153575.1, s__Bog-756 sp003153575, 95.0, 78.07, 0.34; GCA_003164095.1, s__Bog-756 sp003164095, 95.0, 77.76, 0.3; GCA_903906055.1, s__Bog-756 sp903906055, 95.0, 77.65, 0.26; GCA_003164275.1, s__Bog-756 sp003164275, 95.0, 77.63, 0.22; GCA_903849265.1, s__Bog-756 sp903849265, 95.0, 77.13, 0.25; GCA_903873395.1, s__Bog-756 sp903873395, 95.0, 77.01, 0.16; GCA_003157945.1, s__Bog-756 sp003157945, 95.0, 76.95, 0.19; GCA_903894295.1, s__Bog-756 sp903894295, 95.0, 76.9, 0.23; GCA_017883025.1, s__Bog-756 sp017883025, 95.0, 76.55, 0.23	14.24	11	N/A	N/A
11p_S11_bin.2	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__0-14-0-80-60-11;s__	N/A	N/A	N/A	N/A	N/A	GCA_018897875.1	95.0	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__0-14-0-80-60-11;s__0-14-0-80-60-11 sp018897875	92.15	0.92	d__Bacteria;p__Desulfobacterota;c__Desulfobaccia;o__Desulfobaccales;f__0-14-0-80-60-11;g__0-14-0-80-60-11;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_002779455.1, s__0-14-0-80-60-11 sp002779455, 95.0, 89.82, 0.73; GCA_016875015.1, s__0-14-0-80-60-11 sp016875015, 95.0, 89.08, 0.84; GCA_016874915.1, s__0-14-0-80-60-11 sp016874915, 95.0, 79.09, 0.46; GCA_016874945.1, s__0-14-0-80-60-11 sp016874945, 95.0, 77.45, 0.43	11.04	11	0.9739220078207381	Genome domain questionable ( 11.7% Bacterial, 3.8% Archaeal);Genome not assigned to closest species as it falls outside its pre-defined ANI radius
11p_S11_bin.20	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	N/A	N/A	N/A	N/A	N/A	GCA_017882985.1	95.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__RAAP-2 sp017882985	94.57	0.58	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003133665.1, s__RAAP-2 sp003133665, 95.0, 80.44, 0.54; GCA_003132165.1, s__RAAP-2 sp003132165, 95.0, 78.95, 0.34; GCA_017883045.1, s__RAAP-2 sp017883045, 95.0, 78.94, 0.47; GCA_003138815.1, s__RAAP-2 sp003138815, 95.0, 78.93, 0.47; GCA_903854175.1, s__RAAP-2 sp903854175, 95.0, 78.85, 0.01; GCA_018971185.1, s__RAAP-2 sp018971185, 95.0, 78.8, 0.29; GCA_003132205.1, s__RAAP-2 sp003132205, 95.0, 78.77, 0.43; GCA_903860745.1, s__RAAP-2 sp903860745, 95.0, 78.7, 0.3; GCA_003141095.1, s__RAAP-2 sp003141095, 95.0, 78.6, 0.33; GCA_009726065.1, s__RAAP-2 sp009726065, 95.0, 78.52, 0.05; GCA_903828785.1, s__RAAP-2 sp903828785, 95.0, 78.41, 0.08; GCA_003160115.1, s__RAAP-2 sp003160115, 95.0, 78.4, 0.3; GCA_003158855.1, s__RAAP-2 sp003158855, 95.0, 78.27, 0.42; GCA_003133685.1, s__RAAP-2 sp003133685, 95.0, 78.23, 0.32; GCA_003133125.1, s__RAAP-2 sp003133125, 95.0, 78.22, 0.32; GCA_903830745.1, s__RAAP-2 sp903830745, 95.0, 78.19, 0.06; GCA_003170315.1, s__RAAP-2 sp003170315, 95.0, 78.17, 0.4; GCA_003155915.1, s__RAAP-2 sp003155915, 95.0, 78.17, 0.37; GCA_903970515.1, s__RAAP-2 sp903970515, 95.0, 78.15, 0.24; GCA_013044405.1, s__RAAP-2 sp013044405, 95.0, 78.15, 0.25; GCA_903893745.1, s__RAAP-2 sp903893745, 95.0, 78.1, 0.17; GCA_002255565.1, s__RAAP-2 sp002255565, 95.0, 78.06, 0.28; GCA_003167415.1, s__RAAP-2 sp003167415, 95.0, 78.06, 0.38; GCA_003133405.1, s__RAAP-2 sp003133405, 95.0, 78.03, 0.31; GCA_903825765.1, s__RAAP-2 sp903825765, 95.0, 78.01, 0.14; GCA_003162475.1, s__RAAP-2 sp003162475, 95.0, 78.0, 0.36; GCA_003136495.1, s__RAAP-2 sp003136495, 95.0, 77.95, 0.3; GCA_003151555.1, s__RAAP-2 sp003151555, 95.0, 77.94, 0.28; GCA_003163875.1, s__RAAP-2 sp003163875, 95.0, 77.94, 0.17; GCA_009701115.1, s__RAAP-2 sp009701115, 95.0, 77.9, 0.06; GCA_003152215.1, s__RAAP-2 sp003152215, 95.0, 77.88, 0.26; GCA_003168075.1, s__RAAP-2 sp003168075, 95.0, 77.87, 0.24; GCA_003132305.1, s__RAAP-2 sp003132305, 95.0, 77.86, 0.32; GCA_003152555.1, s__RAAP-2 sp003152555, 95.0, 77.84, 0.26; GCA_903871335.1, s__RAAP-2 sp903871335, 95.0, 77.84, 0.13; GCA_903885505.1, s__RAAP-2 sp903885505, 95.0, 77.8, 0.08; GCA_001443545.1, s__RAAP-2 sp001443545, 95.0, 77.75, 0.29; GCA_003136415.1, s__RAAP-2 sp003136415, 95.0, 77.71, 0.27; GCA_903825035.1, s__RAAP-2 sp903825035, 95.0, 77.69, 0.06; GCA_013044265.1, s__RAAP-2 sp013044265, 95.0, 77.68, 0.15; GCA_903924205.1, s__RAAP-2 sp903924205, 95.0, 77.62, 0.07; GCA_002255315.1, s__RAAP-2 sp002255315, 95.0, 77.61, 0.1; GCA_003133075.1, s__RAAP-2 sp003133075, 95.0, 77.59, 0.23; GCA_003141815.1, s__RAAP-2 sp003141815, 95.0, 77.54, 0.31; GCA_903830655.1, s__RAAP-2 sp903830655, 95.0, 77.53, 0.07; GCA_903873775.1, s__RAAP-2 sp903873775, 95.0, 77.45, 0.15; GCA_003131665.1, s__RAAP-2 sp003131665, 95.0, 77.41, 0.22; GCA_018970215.1, s__RAAP-2 sp018970215, 95.0, 77.36, 0.08; GCA_003133005.1, s__RAAP-2 sp003133005, 95.0, 77.31, 0.16; GCA_003134515.1, s__RAAP-2 sp003134515, 95.0, 77.28, 0.26; GCA_003142095.1, s__RAAP-2 sp003142095, 95.0, 77.11, 0.25; GCA_903860915.1, s__RAAP-2 sp903860915, 95.0, 77.07, 0.1; GCA_903826715.1, s__RAAP-2 sp903826715, 95.0, 76.93, 0.06; GCA_013044285.1, s__RAAP-2 sp013044285, 95.0, 76.9, 0.12; GCA_003138895.1, s__RAAP-2 sp003138895, 95.0, 76.81, 0.06; GCA_903848885.1, s__RAAP-2 sp903848885, 95.0, 76.8, 0.09; GCA_018971385.1, s__RAAP-2 sp018971385, 95.0, 76.76, 0.15; GCA_903832015.1, s__RAAP-2 sp903832015, 95.0, 74.58, 0.01	22.46	11	0.9975049972524793	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
11p_S11_bin.21	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.2%)
11p_S11_bin.22	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.1%)
11p_S11_bin.23	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (3.9%)
11p_S11_bin.24	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__PALSA-660;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__PALSA-660;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	21.6	11	0.7370574810094926	N/A
11p_S11_bin.25	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (6.4%)
11p_S11_bin.26	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.9%)
11p_S11_bin.27	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (1.4%)
11p_S11_bin.28	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp017882345	GCA_017882345.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp017882345	98.58	0.86	GCA_017882345.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp017882345	98.58	0.86	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003141715.1, s__LD21 sp003141715, 95.0, 82.65, 0.74; GCA_003141415.1, s__LD21 sp003141415, 95.0, 82.13, 0.8; GCA_017882305.1, s__LD21 sp017882305, 95.0, 81.6, 0.82; GCA_003141525.1, s__LD21 sp003141525, 95.0, 80.58, 0.71; GCA_003141495.1, s__LD21 sp003141495, 95.0, 79.83, 0.78; GCA_003162595.1, s__LD21 sp003162595, 95.0, 79.75, 0.68; GCA_003157075.1, s__LD21 sp003157075, 95.0, 79.42, 0.61; GCA_003157015.1, s__LD21 sp003157015, 95.0, 79.02, 0.58; GCA_016718875.1, s__LD21 sp016718875, 95.0, 78.43, 0.11; GCA_002319885.1, s__LD21 sp002319885, 95.0, 78.25, 0.55; GCA_003141895.1, s__LD21 sp003141895, 95.0, 78.15, 0.51; GCA_012522155.1, s__LD21 sp012522155, 95.0, 77.38, 0.03; GCA_002428385.1, s__LD21 sp002428385, 95.0, 77.08, 0.01; GCA_003155705.1, s__LD21 sp003155705, 95.0, 77.04, 0.09; GCA_016709865.1, s__LD21 sp016709865, 95.0, 76.88, 0.26; GCA_016715075.1, s__LD21 sp016715075, 95.0, 76.78, 0.29; GCA_903824785.1, s__LD21 sp903824785, 95.0, 76.77, 0.25; GCA_903844815.1, s__LD21 sp903844815, 95.0, 76.73, 0.16; GCA_003142255.1, s__LD21 sp003142255, 95.0, 76.58, 0.17; GCA_001768195.1, s__LD21 sp001768195, 95.0, 76.41, 0.16; GCA_003520925.1, s__LD21 sp003520925, 95.0, 76.14, 0.09; GCA_002070505.1, s__LD21 sp002070505, 95.0, 75.91, 0.07; GCA_002319915.1, s__LD21 sp002319915, 95.0, 75.86, 0.05; GCA_013314865.1, s__LD21 sp013314865, 95.0, 75.82, 0.01; GCA_002328625.1, s__LD21 sp002328625, 95.0, 75.7, 0.08; GCA_016936695.1, s__LD21 sp016936695, 95.0, 75.63, 0.03; GCA_003152835.1, s__LD21 sp003152835, 95.0, 75.54, 0.16; GCA_012517605.1, s__LD21 sp012517605, 95.0, 75.47, 0.08; GCA_009877105.1, s__LD21 sp009877105, 95.0, 75.35, 0.04; GCA_002424525.1, s__LD21 sp002424525, 95.0, 75.3, 0.07; GCA_012519515.1, s__LD21 sp012519515, 95.0, 75.21, 0.01; GCA_003157055.1, s__LD21 sp003157055, 95.0, 75.2, 0.08; GCA_012729475.1, s__LD21 sp012729475, 95.0, 75.14, 0.11; GCA_015712185.1, s__LD21 sp015712185, 95.0, 75.09, 0.05; GCA_016936435.1, s__LD21 sp016936435, 95.0, 74.73, 0.07; GCA_003501665.1, s__LD21 sp003501665, 95.0, 74.52, 0.03	10.5	11	N/A	N/A
11p_S11_bin.29	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__PALSA-660;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__OPB41;f__PALSA-660;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	19.32	11	0.7377776595528771	N/A
11p_S11_bin.3	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (5.2%)
11p_S11_bin.30	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JAFMJV01;s__	N/A	N/A	N/A	N/A	N/A	GCA_017853275.1	95.0	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JAFMJV01;s__JAFMJV01 sp017853275	76.66	0.18	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JAFMJV01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	41.7	11	0.8683510480507973	N/A
11p_S11_bin.31	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (7.3%)
11p_S11_bin.32	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__FEN-979;s__FEN-979 sp017882335	GCA_017882335.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__FEN-979;s__FEN-979 sp017882335	96.06	0.84	GCA_017882335.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__FEN-979;s__FEN-979 sp017882335	96.06	0.84	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__FEN-979;g__FEN-979;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_003142515.1, s__FEN-979 sp003142515, 95.0, 85.89, 0.65; GCA_903915465.1, s__FEN-979 sp903915465, 95.0, 77.95, 0.07; GCA_903929315.1, s__FEN-979 sp903929315, 95.0, 76.85, 0.07	25.73	11	N/A	N/A
11p_S11_bin.33	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__RBG-16-64-13;f__RBG-16-64-13;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_018830645.1	95.0	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__RBG-16-64-13;f__RBG-16-64-13;g__JAHJSA01;s__JAHJSA01 sp018830645	77.78	0.39	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__RBG-16-64-13;f__RBG-16-64-13;g__;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	14.67	11	0.8162760592929612	N/A
11p_S11_bin.34	Unclassified Bacteria	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	Insufficient number of amino acids in MSA (4.0%)
